"Date","Open","High","Low","Last","Close","Total Trade Quantity","Turnover (Lacs)","bank_name"
2018-11-02,1926,1960,1912,1950,1949.45,7523217,145398.74,"HDFC"
2018-11-01,1930,1930,1896,1911.7,1912.2,4907263,93820.25,"HDFC"
2018-10-31,1902.05,1917.9,1885,1906,1911.75,5862351,111351.67,"HDFC"
2018-10-30,1925,1932,1899.3,1912,1912.75,3457176,66296.78,"HDFC"
2018-10-29,1964.1,1964.95,1895.2,1929.9,1926.3,4261070,81636.7,"HDFC"
2018-10-26,1968.8,1977.2,1949,1961.2,1961.2,3788928,74372.47,"HDFC"
2018-10-25,1973.6,2003.6,1962.45,1972,1968.8,7461764,147435.94,"HDFC"
2018-10-24,2004,2008.8,1972.6,1992,1992.25,4518084,89927.32,"HDFC"
2018-10-23,1973,1998.9,1973,1985,1984.85,4857141,96535.2,"HDFC"
2018-10-22,2014,2020,1988.6,1998.3,1998.9,5082790,101677.06,"HDFC"
2018-10-19,1958.9,1980.85,1958,1970,1967.75,2466837,48566.88,"HDFC"
2018-10-17,2006.1,2013,1963.5,1974.65,1974.6,1985199,39621.37,"HDFC"
2018-10-16,2003,2018.2,1987.5,1989.6,1992.75,2351501,47086.09,"HDFC"
2018-10-15,1990,2010.8,1970.3,2009.7,2008.05,3146492,62764.55,"HDFC"
2018-10-12,1945,1997.1,1942,1977,1981.85,2400080,47551.12,"HDFC"
2018-10-11,1925,1948.3,1917.6,1941,1937.55,3589976,69327.97,"HDFC"
2018-10-10,1945,1982.25,1935.5,1968.4,1967.15,3984983,78231.55,"HDFC"
2018-10-09,1944.4,1965,1930,1945.95,1940.6,3114841,60581.29,"HDFC"
2018-10-08,1965,1969,1930,1940,1945,5032005,98246.69,"HDFC"
2018-10-05,1953.95,1990,1940.15,1950,1965.3,3932295,77427.33,"HDFC"
2018-10-04,2008,2017.8,1943,1945,1957.75,4492646,88852.68,"HDFC"
2018-10-03,2030.45,2052.2,2007,2031,2031.15,3833037,77810.99,"HDFC"
2018-10-01,2009.8,2042,1997.8,2039.9,2035.45,3112397,62898.03,"HDFC"
2018-09-28,1980.65,2015.45,1977.15,2008.5,2006.05,3615179,72395.03,"HDFC"
2018-09-27,1969.4,1986,1955.15,1978.1,1976.15,4588052,90500.41,"HDFC"
2018-09-26,1962.95,1978,1955.3,1966.05,1968.2,3681681,72383.42,"HDFC"
2018-09-25,1925.7,1962,1915,1961.7,1952.4,4170638,80744.08,"HDFC"
2018-09-24,1967.25,1972.2,1915,1922,1925.7,3347698,65092.45,"HDFC"
2018-09-21,1973.9,1999.85,1910.2,1976,1970.25,5652537,111515.17,"HDFC"
2018-09-19,1994.85,1998,1956.5,1962.15,1961.35,4178066,82396.37,"HDFC"
2018-09-18,1994.9,2009.85,1980.95,1991,1989.2,2331434,46540.67,"HDFC"
2018-09-17,2021.3,2022.95,1988,1991.95,1992.2,2334555,46612.3,"HDFC"
2018-09-14,2019.85,2037.4,2018.95,2027.75,2029.6,2583668,52327.37,"HDFC"
2018-09-12,2001.9,2021.35,1989.55,2017.8,2011.85,3061502,61341.93,"HDFC"
2018-09-11,2046.3,2048,1994.15,2000.1,2000.4,4546634,91676.48,"HDFC"
2018-09-10,2055,2055,2025.1,2039,2041.15,2149648,43763.25,"HDFC"
2018-09-07,2051,2060,2040.75,2059,2056.95,1479825,30326.59,"HDFC"
2018-09-06,2049,2059,2032.6,2050.15,2052.2,2600603,53163.63,"HDFC"
2018-09-05,2053.8,2060.2,2035.55,2044.35,2045.85,1410377,28838.99,"HDFC"
2018-09-04,2076.9,2077.95,2049,2052.05,2051.8,1782634,36702.91,"HDFC"
2018-09-03,2069.4,2078.95,2063.5,2073.95,2075.05,1915402,39736.17,"HDFC"
2018-08-31,2069.2,2078.75,2058.25,2059.95,2061.2,3942875,81460.13,"HDFC"
2018-08-30,2083.6,2087.9,2061.85,2068,2066.1,5456865,112864.75,"HDFC"
2018-08-29,2092.15,2094.05,2072.75,2082.9,2078.5,2468423,51392.96,"HDFC"
2018-08-28,2088,2098.25,2078.8,2097.4,2094.85,2493383,52011.01,"HDFC"
2018-08-27,2077,2088.5,2070.25,2082.95,2080.45,3143697,65376.26,"HDFC"
2018-08-24,2071,2093.6,2066.05,2070,2069.85,2428657,50420.22,"HDFC"
2018-08-23,2105,2107,2076.85,2079.9,2079.9,3143638,65682.71,"HDFC"
2018-08-21,2098,2112,2092.65,2097,2096.05,1944080,40867.46,"HDFC"
2018-08-20,2075,2107.6,2075,2098.3,2096.2,1952784,40964.68,"HDFC"
2018-08-17,2082.9,2093.05,2071.65,2077,2077.35,1516332,31593.52,"HDFC"
2018-08-16,2083,2086.7,2066.4,2075.4,2075.7,2656290,55125.89,"HDFC"
2018-08-14,2098,2105,2087.2,2089.3,2089.1,1233991,25867.99,"HDFC"
2018-08-13,2084,2103.95,2080,2091,2091.65,2513563,52451.17,"HDFC"
2018-08-10,2123.5,2123.8,2098,2115,2114.45,1360735,28753.36,"HDFC"
2018-08-09,2142,2142,2094.65,2119.9,2118.5,2236102,47270.94,"HDFC"
2018-08-08,2135.85,2151.8,2133.05,2137,2136.35,2486345,53271.49,"HDFC"
2018-08-07,2125,2134.5,2108,2133.8,2130.9,1857114,39414.07,"HDFC"
2018-08-06,2121,2137.4,2106.1,2114.5,2114.3,1436158,30472.81,"HDFC"
2018-08-03,2133.55,2147.05,2114,2121.25,2121.65,3401002,72290.46,"HDFC"
2018-08-02,2153.5,2153.7,2121.35,2131.6,2130.2,2226426,47507.89,"HDFC"
2018-08-01,2162.8,2175,2151.7,2153.7,2158.7,1517890,32864.57,"HDFC"
2018-07-31,2160,2185.9,2150.05,2183.45,2179.5,2215236,47988.17,"HDFC"
2018-07-30,2199,2199,2159.4,2164.7,2169.9,1792280,38937.72,"HDFC"
2018-07-27,2201.95,2211.95,2184.7,2203.05,2202.15,2638649,58015.64,"HDFC"
2018-07-26,2165,2203.45,2165,2197.1,2192.6,5320273,116372.55,"HDFC"
2018-07-25,2164.65,2176.8,2160,2171.5,2170.35,1759654,38167.08,"HDFC"
2018-07-24,2147,2169,2147,2162.5,2159.75,1302198,28151.2,"HDFC"
2018-07-23,2150,2178,2138.05,2149.7,2156.45,4220033,91213.08,"HDFC"
2018-07-20,2186.1,2202.85,2171.1,2185,2189.05,2501741,54585.13,"HDFC"
2018-07-19,2183,2193.5,2171,2189.85,2186.1,1326194,28952.39,"HDFC"
2018-07-18,2187,2220,2173.65,2175.05,2176.2,4365068,95904.32,"HDFC"
2018-07-17,2163.25,2181,2163.25,2179.35,2176.75,1590481,34578.54,"HDFC"
2018-07-16,2179.4,2190.05,2163.75,2169,2168.85,2254334,49001.28,"HDFC"
2018-07-13,2168.4,2190.8,2163.1,2181,2180.9,1790297,39077.66,"HDFC"
2018-07-12,2152.9,2179.85,2152,2163.05,2165.95,2005167,43515.59,"HDFC"
2018-07-11,2145.05,2155.7,2134.8,2148.75,2148.25,1464480,31468.53,"HDFC"
2018-07-10,2129.9,2149.6,2125,2148,2146.4,2737684,58703.64,"HDFC"
2018-07-09,2121.85,2130,2107.75,2126.4,2125.65,1545574,32814.72,"HDFC"
2018-07-06,2113.3,2135.55,2111.35,2118,2115.15,2030336,43087.95,"HDFC"
2018-07-05,2105,2129,2092.55,2120.5,2123.75,2433992,51588.32,"HDFC"
2018-07-04,2076.25,2108.05,2069,2100.9,2103.55,1524498,31865.47,"HDFC"
2018-07-03,2073.25,2085,2065.6,2070,2070.2,1715775,35572.68,"HDFC"
2018-07-02,2108.35,2108.4,2063.25,2069.85,2073.25,2466219,51249.46,"HDFC"
2018-06-29,2121.7,2140,2105.1,2111,2108.45,4864530,103338.07,"HDFC"
2018-06-28,2115,2140,2111.2,2126.5,2130.85,9383385,199666.14,"HDFC"
2018-06-27,2093,2119.5,2090,2114.9,2112.6,4781701,100946.01,"HDFC"
2018-06-26,2086.05,2103,2079.85,2092,2093.7,2290483,48012.66,"HDFC"
2018-06-25,2083.05,2097.8,2073.05,2094.95,2094.95,1748084,36549.45,"HDFC"
2018-06-22,2056.95,2088.8,2049.85,2082.25,2083.35,1962245,40553.97,"HDFC"
2018-06-21,2060,2070.8,2047.05,2056.55,2057.6,3377676,69530.42,"HDFC"
2018-06-20,2026,2058,2025,2056,2056.15,2262928,46307.23,"HDFC"
2018-06-19,2024.95,2040.7,2019.3,2023,2023.5,2745288,55689.05,"HDFC"
2018-06-18,2030.1,2038.8,2009.1,2018,2019.15,1871851,37809.92,"HDFC"
2018-06-15,2026,2038.9,2022.3,2027,2029.6,2720204,55262.68,"HDFC"
2018-06-14,2030,2045,2025,2035,2037.4,4231894,86312.84,"HDFC"
2018-06-13,2052,2054.8,2024.1,2032,2031.45,1974490,40179.88,"HDFC"
2018-06-12,2051.9,2052.7,2038.4,2045,2043.85,1308564,26766.06,"HDFC"
2018-06-11,2051.9,2062.95,2038.8,2041.75,2042.3,1772797,36364.05,"HDFC"
2018-06-08,2059,2061.25,2035,2048.95,2049.35,1545222,31617.69,"HDFC"
2018-06-07,2073.2,2079.8,2053.2,2061.9,2062.2,2640974,54672.51,"HDFC"
2018-06-06,2060.2,2064.8,2045,2057.4,2057.35,2445500,50311.02,"HDFC"
2018-06-05,2050,2066.95,2023,2064.85,2063.6,4276365,87687,"HDFC"
2018-06-04,2150,2157,2037.95,2045,2046.2,22199081,465744.74,"HDFC"
2018-06-01,2116,2138,2101,2106.95,2110.6,5287839,111931.44,"HDFC"
2018-05-31,2100,2160,2080,2130,2139.45,9909798,209916.2,"HDFC"
2018-05-30,2019.7,2053,2016.3,2050.5,2048.35,1216749,24833.51,"HDFC"
2018-05-29,2038,2052.7,2028.8,2031.6,2032.6,837811,17108.67,"HDFC"
2018-05-28,2007.8,2052,2006,2038.25,2042.2,1275985,25997.96,"HDFC"
2018-05-25,1990,2016,1989.9,2008,2008.7,1189897,23855.93,"HDFC"
2018-05-24,1967.1,1990.25,1956.35,1989.2,1986,1130186,22272.22,"HDFC"
2018-05-23,1987.8,1994,1963.4,1965,1967.5,1431573,28299.08,"HDFC"
